title	type	Description	Sample	Organism Name	Project Type	Sample Scope	LocusTagPrefix	Relevance	Target Material	Organization Name	Organization Type	Organization Role	Contact First Name	Contact Last Name	Contact Email
Assembly of HG02015 Maternal Haplotype	Genome sequencing and assembly	HG02015 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02015	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02015 Maternal Haplotype	Genome sequencing and assembly	HG02015 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02015	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01261 Maternal Haplotype	Genome sequencing and assembly	HG01261 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01261	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01261 Maternal Haplotype	Genome sequencing and assembly	HG01261 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01261	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01975 Maternal Haplotype	Genome sequencing and assembly	HG01975 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01975	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01975 Maternal Haplotype	Genome sequencing and assembly	HG01975 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01975	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00408 Maternal Haplotype	Genome sequencing and assembly	HG00408 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00408	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00408 Maternal Haplotype	Genome sequencing and assembly	HG00408 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00408	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02056 Maternal Haplotype	Genome sequencing and assembly	HG02056 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02056	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02056 Maternal Haplotype	Genome sequencing and assembly	HG02056 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02056	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01192 Maternal Haplotype	Genome sequencing and assembly	HG01192 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01192	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01192 Maternal Haplotype	Genome sequencing and assembly	HG01192 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01192	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03834 Maternal Haplotype	Genome sequencing and assembly	HG03834 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03834	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03834 Maternal Haplotype	Genome sequencing and assembly	HG03834 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03834	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02258 Maternal Haplotype	Genome sequencing and assembly	HG02258 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02258	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02258 Maternal Haplotype	Genome sequencing and assembly	HG02258 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02258	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02129 Maternal Haplotype	Genome sequencing and assembly	HG02129 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02129	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02129 Maternal Haplotype	Genome sequencing and assembly	HG02129 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02129	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01074 Maternal Haplotype	Genome sequencing and assembly	HG01074 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01074	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01074 Maternal Haplotype	Genome sequencing and assembly	HG01074 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01074	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03041 Maternal Haplotype	Genome sequencing and assembly	HG03041 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03041	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03041 Maternal Haplotype	Genome sequencing and assembly	HG03041 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03041	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00639 Maternal Haplotype	Genome sequencing and assembly	HG00639 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00639	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00639 Maternal Haplotype	Genome sequencing and assembly	HG00639 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00639	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01081 Maternal Haplotype	Genome sequencing and assembly	HG01081 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01081	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01081 Maternal Haplotype	Genome sequencing and assembly	HG01081 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01081	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03239 Maternal Haplotype	Genome sequencing and assembly	HG03239 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03239	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03239 Maternal Haplotype	Genome sequencing and assembly	HG03239 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03239	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03017 Maternal Haplotype	Genome sequencing and assembly	HG03017 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03017	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03017 Maternal Haplotype	Genome sequencing and assembly	HG03017 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03017	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01960 Maternal Haplotype	Genome sequencing and assembly	HG01960 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01960	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01960 Maternal Haplotype	Genome sequencing and assembly	HG01960 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01960	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02841 Maternal Haplotype	Genome sequencing and assembly	HG02841 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02841	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02841 Maternal Haplotype	Genome sequencing and assembly	HG02841 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02841	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02984 Maternal Haplotype	Genome sequencing and assembly	HG02984 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02984	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02984 Maternal Haplotype	Genome sequencing and assembly	HG02984 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02984	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03050 Maternal Haplotype	Genome sequencing and assembly	HG03050 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03050	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG03050 Maternal Haplotype	Genome sequencing and assembly	HG03050 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG03050	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01940 Maternal Haplotype	Genome sequencing and assembly	HG01940 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01940	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01940 Maternal Haplotype	Genome sequencing and assembly	HG01940 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01940	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02514 Maternal Haplotype	Genome sequencing and assembly	HG02514 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02514	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG02514 Maternal Haplotype	Genome sequencing and assembly	HG02514 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG02514	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00658 Maternal Haplotype	Genome sequencing and assembly	HG00658 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00658	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG00658 Maternal Haplotype	Genome sequencing and assembly	HG00658 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG00658	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01150 Maternal Haplotype	Genome sequencing and assembly	HG01150 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01150	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01150 Maternal Haplotype	Genome sequencing and assembly	HG01150 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01150	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01969 Maternal Haplotype	Genome sequencing and assembly	HG01969 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01969	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01969 Maternal Haplotype	Genome sequencing and assembly	HG01969 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01969	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
Assembly of HG01252 Maternal Haplotype	Genome sequencing and assembly	HG01252 maternal assembly generated by the Human Pangenome Reference Consortium using trio phasing.	HG01252	Homo sapiens	Genome sequencing and assembly	Monoisolate	auto	Medical	Genome	UC Santa Cruz Genomics Institute	Institute	owner	Karen	Miga	khmiga@ucsc.edu
